DiseaseName,DiseaseID,Sourse
Mycobacterial infection,"MeSH:D009165(Mycobacterium Infections, Atypical)"""",""MedDRA:10061663(Atypical mycobacterial infection)"",""""NDFRT:N0000002072(Mycobacterium Infections, Atypical [Disease/Finding])"""",""SnoMedCT:111811007(Mycobacterial infection)"",""UMLS:C0026919(C0026919)""",PharmGKB
Mycobacterium avium-intracellulare Infection,NDFRT:N0000003215(Mycobacterium avium-intracellulare Infection),PharmGKB
Mycobacterium Infections,"MeSH:D009164(Mycobacterium Infections),""MedDRA:10062207(Mycobacterial infection)"",""NDFRT:N0000002071(Mycobacterium Infections [Disease/Finding])"",""SnoMedCT:186345003(Mycobacterial disease NOS)"",""SnoMedCT:88415009(Mycobacteriosis)"",""UMLS:C0026918(C0026918)""",PharmGKB
Mycoplasma Infections,"MeSH:D009175(Mycoplasma Infections),""MedDRA:10061300(Mycoplasma infection)"",""NDFRT:N0000002073(Mycoplasma Infections [Disease/Finding])"",""SnoMedCT:186464008(Mycoplasma infection)"",""SnoMedCT:406595002(Infection due to Mycoplasma pneumoniae)"",""UMLS:C0026936(C0026936)""",PharmGKB
Mycoses,"MeSH:D009181(Mycoses),""MedDRA:10017533(Fungal infection)"",""NDFRT:N0000002075(Mycoses [Disease/Finding])"",""SnoMedCT:187110007(Mycoses NOS)"",""SnoMedCT:3218000(Mycosis)"",""UMLS:C0026946(C0026946)""",PharmGKB
Mycosis Fungoides,"MeSH:D009182(Mycosis Fungoides),""MedDRA:10028484(Mycoses fungoides)"",""NDFRT:N0000002076(Mycosis Fungoides [Disease/Finding])"",""SnoMedCT:118618005(Mycosis fungoides (clinical))"",""SnoMedCT:188618003(Mycosis fungoides of unspecified site)"",""SnoMedCT:188628007(Mycosis fungoides NOS)"",""SnoMedCT:90120004(Mycosis fungoides)"",""UMLS:C0026948(C0026948)""",PharmGKB
Mydriasis,"MeSH:D015878(Mydriasis),""MedDRA:10013007(Dilatation pupillary)"",""NDFRT:N0000003351(Mydriasis [Disease/Finding])"",""SnoMedCT:188557000(Large pupil)"",""SnoMedCT:37125009(Dilated pupil)"",""UMLS:C0026961(C0026961)""",PharmGKB
Myelitis,"MeSH:D009187(Myelitis),""MedDRA:10028524(Myelitis)"",""NDFRT:N0000002077(Myelitis [Disease/Finding])"",""SnoMedCT:41370002(Myelitis)"",""UMLS:C0026975(C0026975)""",PharmGKB
"Myelitis, Transverse","NDFRT:N0000002078(Myelitis, Transverse)""""",PharmGKB
Myelodysplastic Syndromes,"MeSH:D009190(Myelodysplastic Syndromes),""MedDRA:10028533(Myelodysplastic syndrome)"",""NDFRT:N0000002079(Myelodysplastic Syndromes [Disease/Finding])"",""SnoMedCT:109995007(Myelodysplastic syndrome (clinical))"",""SnoMedCT:128623006(Myelodysplastic syndrome)"",""UMLS:C0026986(C0026986)""",PharmGKB
Myelophthisic anaemia,"MeSH:D000750(Anemia, Myelophthisic)"""",""MedDRA:10002063(Anaemia leukoerythroblastic)"",""""NDFRT:N0000000394(Anemia, Myelophthisic [Disease/Finding])"""",""SnoMedCT:2694001(Myelophthisic anaemia)"",""UMLS:C0002890(C0002890)""",PharmGKB
Myeloproliferative Disorders,"MeSH:D009196(Myeloproliferative Disorders),""MedDRA:10013238(Disorder myeloproliferative)"",""NDFRT:N0000002082(Myeloproliferative Disorders [Disease/Finding])"",""SnoMedCT:128925001(Myeloproliferative disease)"",""SnoMedCT:414792005(Myeloid neoplasm)"",""SnoMedCT:414794006(Myeloproliferative disorder)"",""SnoMedCT:425333006(Myeloproliferative disorder)"",""UMLS:C0027022(C0027022)""",PharmGKB
Myelosuppression,"MedDRA:10028584(Myelosuppression),""UMLS:C0854467(Myelosuppression)""",PharmGKB
Myocardial Infarction,"MeSH:D009203(Myocardial Infarction),""MedDRA:10003723(Attack coronary)"",""NDFRT:N0000002085(Myocardial Infarction [Disease/Finding])"",""SnoMedCT:22298006(Myocardial infarction)"",""UMLS:C0027051(C0027051)""",PharmGKB
Myocardial Ischemia,"MeSH:D017202(Myocardial Ischemia),""MedDRA:10007584(Cardiac ischaemia)"",""NDFRT:N0000003550(Myocardial Ischemia [Disease/Finding])"",""SnoMedCT:194878003(Ischemic heart disease NOS)"",""SnoMedCT:414545008(Ischaemic heart disease)"",""SnoMedCT:414795007(Myocardial ischaemia)"",""UMLS:C0151744(C0151744)""",PharmGKB
Myocardial Reperfusion Injury,"MeSH:D015428(Myocardial Reperfusion Injury),""MedDRA:10051624(Myocardial reperfusion injury)"",""NDFRT:N0000003235(Myocardial Reperfusion Injury [Disease/Finding])"",""UMLS:C0027055(Myocardial reperfusion injury)""",PharmGKB
Myocardial Stunning,"MeSH:D017682(Myocardial Stunning),""NDFRT:N0000003621(Myocardial Stunning [Disease/Finding])"",""UMLS:C0206146(Myocardial Stunning [Disease/Finding])""",PharmGKB
Myocarditis,"MeSH:D009205(Myocarditis),""MedDRA:10028606(Myocarditis)"",""NDFRT:N0000002086(Myocarditis [Disease/Finding])"",""SnoMedCT:195119007(Myocarditis NOS)"",""SnoMedCT:50920009(Myocarditis)"",""UMLS:C0027059(C0027059)""",PharmGKB
"Myoclonic Epilepsies, Progressive","MeSH:D020191(Myoclonic Epilepsies, Progressive)"""",""""NDFRT:N0000004030(Myoclonic Epilepsies, Progressive [Disease/Finding])"""",""SnoMedCT:267581004(Progressive myoclonic epilepsy)"",""UMLS:C0751778(C0751778)""",PharmGKB
"Myoclonic Epilepsy, Juvenile","MeSH:D020190(Myoclonic Epilepsy, Juvenile)"""",""""NDFRT:N0000004029(Myoclonic Epilepsy, Juvenile [Disease/Finding])"""",""SnoMedCT:6204001(Juvenile myoclonic epilepsy)"",""UMLS:C0270853(C0270853)""",PharmGKB
Myoclonus,"MeSH:D009207(Myoclonus),""MedDRA:10028428(Myclonic jerks)"",""NDFRT:N0000002087(Myoclonus [Disease/Finding])"",""SnoMedCT:127324008(Myoclonic disorder)"",""SnoMedCT:17450006(Myoclonus)"",""SnoMedCT:267583001(Myoclonus NOS)"",""UMLS:C0027066(C0027066)""",PharmGKB
Myoclonus epilepsy AND ragged red fibers,"MeSH:D017243(MERRF Syndrome),""MedDRA:10067603(MERRF syndrome)"",""NDFRT:N0000003561(MERRF Syndrome [Disease/Finding])"",""SnoMedCT:68448003(Myoclonus epilepsy AND ragged red fibers)"",""UMLS:C0162672(C0162672)""",PharmGKB
Myoglobinuria,"MeSH:D009212(Myoglobinuria),""MedDRA:10028629(Myoglobinuria)"",""NDFRT:N0000002090(Myoglobinuria [Disease/Finding])"",""SnoMedCT:207318008([D]Myoglobinuria)"",""SnoMedCT:48165008(Myoglobinuria)"",""UMLS:C0027080(C0027080)""",PharmGKB
Myokymia,"MeSH:D020385(Myokymia),""MedDRA:10028632(Myokymia)"",""NDFRT:N0000004129(Myokymia [Disease/Finding])"",""SnoMedCT:27678003(Myokymia)"",""UMLS:C0684219(C0684219)""",PharmGKB
Myoma,"MeSH:D009214(Myoma),""MedDRA:10061692(Benign muscle neoplasm)"",""NDFRT:N0000002091(Myoma [Disease/Finding])"",""""SnoMedCT:66357004(Myoma, no ICD-O subtype)"""",""SnoMedCT:92237006(Benign neoplasm of muscle)"",""UMLS:C0027086(C0027086)""",PharmGKB
"Myopathies, Nemaline","MeSH:D017696(Myopathies, Nemaline)"""",""""NDFRT:N0000003625(Myopathies, Nemaline [Disease/Finding])"""",""SnoMedCT:75072002(Nemaline myopathy)"",""UMLS:C0206157(C0206157)""",PharmGKB
"Myopathies, Structural, Congenital","MeSH:D020914(Myopathies, Structural, Congenital)"""",""""NDFRT:N0000004216(Myopathies, Structural, Congenital [Disease/Finding])"""",""""UMLS:C0752282(Myopathies, Structural, Congenital [Disease/Finding])""""",PharmGKB
Myopathy secondary to deficiency of selenium and/or vitamin E,"MeSH:D014912(White Muscle Disease),""SnoMedCT:389106001(Myopathy secondary to deficiency of selenium and/or vitamin E)"",""UMLS:C0043153(C0043153)""",PharmGKB
"Myopathy, Central Core","MeSH:D020512(Myopathy, Central Core)"""",""MedDRA:10057620(Central core disease)"",""""NDFRT:N0000004154(Myopathy, Central Core [Disease/Finding])"""",""SnoMedCT:43152001(Central core disease)"",""UMLS:C0751951(C0751951)""",PharmGKB
Myosarcoma,"MeSH:D009217(Myosarcoma),""NDFRT:N0000002093(Myosarcoma [Disease/Finding])"",""SnoMedCT:20667008(Myosarcoma)"",""UMLS:C0027095(C0027095)""",PharmGKB
Myositis,"MeSH:D009220(Myositis),""MedDRA:10028313(Muscle inflammation)"",""NDFRT:N0000002094(Myositis [Disease/Finding])"",""SnoMedCT:128496001(Inflammatory disorder of muscle)"",""SnoMedCT:203110007(Myositis unspecified)"",""SnoMedCT:26889001(Myositis)"",""UMLS:C0027121(C0027121)""",PharmGKB
Myotonia,"MeSH:D009222(Myotonia),""MedDRA:10061533(Myotonia)"",""NDFRT:N0000002096(Myotonia [Disease/Finding])"",""SnoMedCT:3434004(Myotonia)"",""UMLS:C0027125(C0027125)""",PharmGKB
Myotonia Congenita,"MeSH:D009224(Myotonia Congenita),""MedDRA:10028655(Myotonia congenita)"",""NDFRT:N0000002098(Myotonia Congenita [Disease/Finding])"",""""SnoMedCT:57938005(Congenital myotonia, autosomal dominant form)"""",""UMLS:C0027127(C0027127)""",PharmGKB
Myotonic Disorders,"MeSH:D020967(Myotonic Disorders),""MedDRA:10028658(Myotonic disorders)"",""NDFRT:N0000004237(Myotonic Disorders [Disease/Finding])"",""SnoMedCT:193237003(Myotonic disorder)"",""SnoMedCT:193240003(Myotonic disorder NOS)"",""UMLS:C0553604(C0553604)""",PharmGKB
Myotonic Dystrophy,"MeSH:D009223(Myotonic Dystrophy),""MedDRA:10013987(Dystrophia myotonica)"",""NDFRT:N0000002097(Myotonic Dystrophy [Disease/Finding])"",""SnoMedCT:77956009(Steinert myotonic dystrophy syndrome)"",""UMLS:C0027126(C0027126)""",PharmGKB
Myxedema,NDFRT:N0000002099(Myxedema),PharmGKB
Myxoma,"MeSH:D009232(Myxoma),""NDFRT:N0000002100(Myxoma [Disease/Finding])"",""SnoMedCT:39143003(Myxoma)"",""SnoMedCT:404082003(Myxoma)"",""SnoMedCT:404083008(Angiomyxoma)"",""SnoMedCT:57723004(Angiomyxoma)"",""UMLS:C0027149(C0027149)""",PharmGKB
n-acetyl glutamate synthetase deficiency,MeSH:C536109(N-acetyl glutamate synthetase deficiency),PharmGKB
Naevus of Ota,"MeSH:D009507(Nevus of Ota),""MedDRA:10051713(Ota's naevus)"",""NDFRT:N0000002184(Nevus of Ota [Disease/Finding])"",""SnoMedCT:254817005(Naevus of Ota)"",""UMLS:C0027961(C0027961)""",PharmGKB
Nail disease NOS,"MeSH:D009260(Nail Diseases),""""MedDRA:10013110(Disease of nail, unspecified)"""",""NDFRT:N0000002103(Nail Diseases [Disease/Finding])"",""SnoMedCT:201127007(Nail disease NOS)"",""UMLS:C0027339(C0027339)""",PharmGKB
Nail-Patella Syndrome,"MeSH:D009261(Nail-Patella Syndrome),""MedDRA:10060903(Hereditary onycho-osteodysplasia)"",""NDFRT:N0000002104(Nail-Patella Syndrome [Disease/Finding])"",""SnoMedCT:22199006(Nail-patella syndrome)"",""UMLS:C0027341(C0027341)""",PharmGKB
Narcolepsy,"MeSH:D009290(Narcolepsy),""MedDRA:10028713(Narcolepsy)"",""NDFRT:N0000002108(Narcolepsy [Disease/Finding])"",""SnoMedCT:60380001(Narcolepsy)"",""UMLS:C0027404(C0027404)""",PharmGKB
Nasal Polyps,"MeSH:D009298(Nasal Polyps),""MedDRA:10028754(Nasal polyp)"",""NDFRT:N0000002110(Nasal Polyps [Disease/Finding])"",""SnoMedCT:195754007(Polyp of nasal cavity NOS)"",""SnoMedCT:195762004(Nasal polyp NOS)"",""SnoMedCT:52756005(Nasal polyp)"",""UMLS:C0027430(C0027430)""",PharmGKB
Nasopharyngeal Neoplasms,"MeSH:D009303(Nasopharyngeal Neoplasms),""NDFRT:N0000002112(Nasopharyngeal Neoplasms [Disease/Finding])"",""SnoMedCT:126680004(Neoplasm of nasopharynx)"",""UMLS:C0027439(C0027439)""",PharmGKB
Nasopharyngitis,"MeSH:D009304(Nasopharyngitis),""MedDRA:10028810(Nasopharyngitis)"",""NDFRT:N0000002113(Nasopharyngitis [Disease/Finding])"",""SnoMedCT:51476001(Nasopharyngitis)"",""UMLS:C0027441(C0027441)""",PharmGKB
Natal tooth,"MeSH:D009306(Natal Teeth),""MedDRA:10064164(Natal teeth)"",""SnoMedCT:21995002(Natal tooth)"",""UMLS:C0027443(C0027443)""",PharmGKB
Nausea,"MeSH:D009325(Nausea),""MedDRA:10016361(Feeling queasy)"",""NDFRT:N0000002114(Nausea [Disease/Finding])"",""SnoMedCT:162060000(Nausea NOS)"",""SnoMedCT:207111007([D]Nausea)"",""SnoMedCT:422587007(Nausea)"",""UMLS:C0027497(C0027497)""",PharmGKB
Necatoriasis,NDFRT:N0000002115(Necatoriasis),PharmGKB
Neck Pain,"MeSH:D019547(Neck Pain),""MedDRA:10008296(Cervical pain)"",""NDFRT:N0000003931(Neck Pain [Disease/Finding])"",""SnoMedCT:81680005(Neck pain)"",""UMLS:C0007859(C0007859)""",PharmGKB
Necrosis,"MeSH:D009336(Necrosis),""MedDRA:10028851(Necrosis)"",""NDFRT:N0000002117(Necrosis [Disease/Finding])"",""SnoMedCT:6574001(Necrosis)"",""UMLS:C0027540(C0027540)""",PharmGKB
Necrosis of the pulp NOS,"MeSH:D003790(Dental Pulp Necrosis),""MedDRA:10012327(Dental necrosis)"",""NDFRT:N0000000930(Dental Pulp Necrosis [Disease/Finding])"",""SnoMedCT:196334004(Necrosis of the pulp NOS)"",""UMLS:C0011407(C0011407)""",PharmGKB
Necrotizing sialometaplasia,"MeSH:D012797(Sialometaplasia, Necrotizing)"""",""""NDFRT:N0000002741(Sialometaplasia, Necrotizing [Disease/Finding])"""",""SnoMedCT:109769000(Necrotizing sialometaplasia)"",""UMLS:C0037033(C0037033)""",PharmGKB
Neisseriaceae Infections,NDFRT:N0000003493(Neisseriaceae Infections),PharmGKB
Nelson syndrome,"MeSH:D009347(Nelson Syndrome),""MedDRA:10028913(Nelson's syndrome)"",""NDFRT:N0000002118(Nelson Syndrome [Disease/Finding])"",""SnoMedCT:43019009(Nelson syndrome)"",""UMLS:C0027577(C0027577)""",PharmGKB
Nematode Infections,"MeSH:D009349(Nematode Infections),""MedDRA:10028914(Nematode infections)"",""NDFRT:N0000002119(Nematode Infections [Disease/Finding])"",""SnoMedCT:84706005(Disease due to Nematoda)"",""UMLS:C0027583(C0027583)""",PharmGKB
Neonatal Abstinence Syndrome,"MeSH:D009357(Neonatal Abstinence Syndrome),""MedDRA:10013755(Drug withdrawal syndrome in newborn)"",""NDFRT:N0000002120(Neonatal Abstinence Syndrome [Disease/Finding])"",""SnoMedCT:414819007(Neonatal Abstinence Syndrome)"",""UMLS:C0027609(C0027609)""",PharmGKB
Neonatal alloimmune thrombocytopenia,"MeSH:D054098(Thrombocytopenia, Neonatal Alloimmune)"""",""""NDFRT:N0000181152(Thrombocytopenia, Neonatal Alloimmune [Disease/Finding])"""",""SnoMedCT:240305000(Neonatal alloimmune thrombocytopenia)"",""UMLS:C0473780(C0473780)""",PharmGKB
Neonatal death,"MedDRA:10011912(Death neonatal),""SnoMedCT:6254007(Neonatal death)"",""UMLS:C0410916(C0410916)""",PharmGKB
Neonate,NDFRT:N0000010204(Neonate),PharmGKB
Neoplasm Invasiveness,"MeSH:D009361(Neoplasm Invasiveness),""NDFRT:N0000002123(Neoplasm Invasiveness [Disease/Finding])"",""UMLS:C0027626(Neoplasm Invasiveness [Disease/Finding])""",PharmGKB
Neoplasm Metastasis,"MeSH:D009362(Neoplasm Metastasis),""MedDRA:10027476(Metastases)"",""NDFRT:N0000002124(Neoplasm Metastasis [Disease/Finding])"",""SnoMedCT:128462008(Secondary malignant neoplastic disease)"",""""SnoMedCT:14799000(Neoplasm, metastatic)"""",""SnoMedCT:269622008(Secondary Ca NOS)"",""UMLS:C0027627(C0027627)""",PharmGKB
Neoplasm of unspecified nature of digestive system,"MeSH:D004067(Digestive System Neoplasms),""MedDRA:10029090(Neoplasm of unspecified nature of digestive system)"",""NDFRT:N0000000974(Digestive System Neoplasms [Disease/Finding])"",""SnoMedCT:189527000(Neoplasm of unspecified nature of digestive system)"",""UMLS:C0012243(C0012243)""",PharmGKB
"Neoplasm, Residual","MeSH:D018365(Neoplasm, Residual)"""",""""NDFRT:N0000003805(Neoplasm, Residual [Disease/Finding])"""",""""UMLS:C0242596(Neoplasm, Residual [Disease/Finding])""""",PharmGKB
Neoplasms,"MeSH:D009369(Neoplasms),""MedDRA:10028980(Neoplasm)"",""NDFRT:N0000002128(Neoplasms [Disease/Finding])"",""SnoMedCT:108369006(Neoplasm)"",""SnoMedCT:189525008(Unspecified nature neoplasm)"",""SnoMedCT:189526009(Neoplasm of unspecified nature)"",""SnoMedCT:189541009(Neoplasm of unspecified nature NOS)"",""SnoMedCT:190230000(Neoplasms NOS)"",""UMLS:C0027651(C0027651)""",PharmGKB
"Neoplasms, Basal Cell","MeSH:D018295(Neoplasms, Basal Cell)"""",""""NDFRT:N0000003759(Neoplasms, Basal Cell [Disease/Finding])"""",""SnoMedCT:127570002(Basal cell neoplasm (morphology))"",""SnoMedCT:30649006(Basal cell tumor)"",""UMLS:C0206710(C0206710)""",PharmGKB
"Neoplasms, Germ Cell and Embryonal","MeSH:D009373(Neoplasms, Germ Cell and Embryonal)"""",""""NDFRT:N0000002132(Neoplasms, Germ Cell and Embryonal [Disease/Finding])"""",""""UMLS:C0027658(Neoplasms, Germ Cell and Embryonal [Disease/Finding])""""",PharmGKB
"Neoplasms, Glandular and Epithelial","MeSH:D009375(Neoplasms, Glandular and Epithelial)"""",""""NDFRT:N0000002134(Neoplasms, Glandular and Epithelial [Disease/Finding])"""",""""UMLS:C0027660(Neoplasms, Glandular and Epithelial [Disease/Finding])""""",PharmGKB
"Neoplasms, Hormone-Dependent","NDFRT:N0000002135(Neoplasms, Hormone-Dependent)""""",PharmGKB
"Neoplasms, Neuroepithelial","MeSH:D018302(Neoplasms, Neuroepithelial)"""",""""NDFRT:N0000003766(Neoplasms, Neuroepithelial [Disease/Finding])"""",""""UMLS:C0206715(Neoplasms, Neuroepithelial [Disease/Finding])""""",PharmGKB
"Neoplasms, Radiation-Induced","MeSH:D009381(Neoplasms, Radiation-Induced)"""",""""NDFRT:N0000002140(Neoplasms, Radiation-Induced [Disease/Finding])"""",""""UMLS:C0027666(Neoplasms, Radiation-Induced [Disease/Finding])""""",PharmGKB
"Neoplasms, Second Primary","MeSH:D016609(Neoplasms, Second Primary)"""",""""NDFRT:N0000003448(Neoplasms, Second Primary [Disease/Finding])"""",""""UMLS:C0085183(Neoplasms, Second Primary [Disease/Finding])""""",PharmGKB
"Neoplasms, Squamous Cell","MeSH:D018307(Neoplasms, Squamous Cell)"""",""""NDFRT:N0000003771(Neoplasms, Squamous Cell [Disease/Finding])"""",""SnoMedCT:118286007(Squamous cell neoplasm)"",""UMLS:C0206720(C0206720)""",PharmGKB
"Neoplastic Cells, Circulating","MeSH:D009360(Neoplastic Cells, Circulating)"""",""""NDFRT:N0000002122(Neoplastic Cells, Circulating [Disease/Finding])"""",""""UMLS:C0027625(Neoplastic Cells, Circulating [Disease/Finding])""""",PharmGKB
Neoplastic Processes,"MeSH:D009385(Neoplastic Processes),""NDFRT:N0000002144(Neoplastic Processes [Disease/Finding])"",""UMLS:C0027671(Neoplastic Processes [Disease/Finding])""",PharmGKB
"Neoplastic Syndromes, Hereditary","MeSH:D009386(Neoplastic Syndromes, Hereditary)"""",""""NDFRT:N0000002145(Neoplastic Syndromes, Hereditary [Disease/Finding])"""",""""UMLS:C0027672(Neoplastic Syndromes, Hereditary [Disease/Finding])""""",PharmGKB
Neovascular glaucoma,"MeSH:D015355(Glaucoma, Neovascular)"""",""MedDRA:10062891(Neovascular glaucoma)"",""""NDFRT:N0000003225(Glaucoma, Neovascular [Disease/Finding])"""",""SnoMedCT:232086000(Neovascular glaucoma)"",""UMLS:C0017609(C0017609)""",PharmGKB
"Neovascularization, Pathologic","MeSH:D009389(Neovascularization, Pathologic)"""",""MedDRA:10028915(Neoangiogenesis)"",""""NDFRT:N0000002146(Neovascularization, Pathologic [Disease/Finding])"""",""SnoMedCT:13018008(Neovascularization)"",""UMLS:C0027686(C0027686)""",PharmGKB
Nephritis,"MeSH:D009393(Nephritis),""MedDRA:10029117(Nephritis)"",""NDFRT:N0000002147(Nephritis [Disease/Finding])"",""SnoMedCT:274107001(Nephritis NOS)"",""SnoMedCT:52845002(Nephritis)"",""UMLS:C0027697(C0027697)""",PharmGKB
"Nephritis, Interstitial","MeSH:D009395(Nephritis, Interstitial)"""",""MedDRA:10029134(Nephritis interstitial)"",""""NDFRT:N0000002149(Nephritis, Interstitial [Disease/Finding])"""",""SnoMedCT:264536006(Interstitial nephritis)"",""SnoMedCT:28689008(Interstitial nephritis)"",""UMLS:C0027707(C0027707)""",PharmGKB
Nephrocalcinosis,"MeSH:D009397(Nephrocalcinosis),""MedDRA:10006939(Calcinosis renal)"",""NDFRT:N0000002151(Nephrocalcinosis [Disease/Finding])"",""SnoMedCT:48638002(Nephrocalcinosis)"",""UMLS:C0027709(C0027709)""",PharmGKB
Nephrogenic systemic fibrosis,"MeSH:D054989(Nephrogenic Fibrosing Dermopathy),""MedDRA:10064499(Nephrogenic fibrosing dermopathy)"",""NDFRT:N0000181229(Nephrogenic Fibrosing Dermopathy [Disease/Finding])"",""SnoMedCT:424114000(Nephrogenic systemic fibrosis)"",""UMLS:C1619692(C1619692)""",PharmGKB
nephrolithiasis,"MeSH:D053040(Nephrolithiasis),""MedDRA:10029148(Nephrolithiasis)"",""NDFRT:N0000181137(Nephrolithiasis [Disease/Finding])"",""SnoMedCT:236707002(Nephrolithiasis NOS)"",""UMLS:C0392525(C0392525)""",PharmGKB
Nephrosclerosis,"MeSH:D009400(Nephrosclerosis),""MedDRA:10003214(Arteriosclerosis renal)"",""NDFRT:N0000002152(Nephrosclerosis [Disease/Finding])"",""SnoMedCT:197658002(Renal sclerosis unspecified)"",""SnoMedCT:197662008(Renal sclerosis NOS)"",""SnoMedCT:32916005(Nephrosclerosis)"",""UMLS:C0027719(C0027719)""",PharmGKB
Nephrosis,"MeSH:D009401(Nephrosis),""MedDRA:10029161(Nephrosis)"",""NDFRT:N0000002153(Nephrosis [Disease/Finding])"",""UMLS:C0027720(Nephrosis)""",PharmGKB
Nephrotic Syndrome,"MeSH:D009404(Nephrotic Syndrome),""MedDRA:10029164(Nephrotic syndrome)"",""NDFRT:N0000002155(Nephrotic Syndrome [Disease/Finding])"",""SnoMedCT:197611005(Nephrotic syndrome NOS)"",""SnoMedCT:52254009(Nephrotic syndrome)"",""UMLS:C0027726(C0027726)""",PharmGKB
nephrotoxicity,"MedDRA:10067571(Nephrotoxicity),""UMLS:C0599918(Nephrotoxicity)""",PharmGKB
Nerve Compression Syndromes,"MeSH:D009408(Nerve Compression Syndromes),""NDFRT:N0000002156(Nerve Compression Syndromes [Disease/Finding])"",""UMLS:C0027743(Nerve Compression Syndromes [Disease/Finding])""",PharmGKB
Nerve Degeneration,"MeSH:D009410(Nerve Degeneration),""MedDRA:10056677(Nerve degeneration)"",""NDFRT:N0000002157(Nerve Degeneration [Disease/Finding])"",""UMLS:C0027746(Nerve degeneration)""",PharmGKB
Nerve Sheath Neoplasms,"MeSH:D018317(Nerve Sheath Neoplasms),""NDFRT:N0000171640(Nerve Sheath Neoplasms [Disease/Finding])"",""SnoMedCT:115242003(Nerve sheath tumour)"",""UMLS:C0206727(C0206727)""",PharmGKB
"Nervous System Autoimmune Disease, Experimental","MeSH:D020721(Nervous System Autoimmune Disease, Experimental)"""",""""NDFRT:N0000004167(Nervous System Autoimmune Disease, Experimental [Disease/Finding])"""",""""UMLS:C0752090(Nervous System Autoimmune Disease, Experimental [Disease/Finding])""""",PharmGKB
Nervous System Diseases,"MeSH:D009422(Nervous System Diseases),""MedDRA:10013242(Disorder nervous system)"",""NDFRT:N0000002159(Nervous System Diseases [Disease/Finding])"",""SnoMedCT:118940003(Disorder of nervous system)"",""SnoMedCT:286946008(Nervous system disorders NOS)"",""UMLS:C0027765(C0027765)""",PharmGKB
